id,english,spanish,portuguese,example_en,example_es,example_pt,source,tags
card-b55f655906c5d98d,autonomic nervous system,sistema nervioso autónomo,sistema nervoso autônomo,"Myalgic encephalomyelitis/chronic fatigue syndrome, known as ME/CFS, is a disabling condition marked by profound fatigue, worsening of symptoms after exertion, cognitive difficulties and problems involving sleep or the autonomic nervous system.",El texto emplea «sistema nervioso autónomo» en un contexto médico.,O texto emprega “sistema nervoso autônomo” em um contexto médico.,Extracted from simulado-03-post-infectious-mecfs,mecfs
card-5737460a702fff16,viral or bacterial infection,infección viral o bacteriana,infecção viral ou bacteriana,"In some patients, the illness begins after a viral or bacterial infection.",El texto emplea «infección viral o bacteriana» en un contexto médico.,O texto emprega “infecção viral ou bacteriana” em um contexto médico.,Extracted from simulado-03-post-infectious-mecfs,mecfs
card-cc08ee35e925dc80,biological mechanisms,mecanismos biológicos,mecanismos biológicos,"Its biological mechanisms remain uncertain, and there is currently no treatment that modifies the underlying disease.",El texto emplea «mecanismos biológicos» en un contexto médico.,O texto emprega “mecanismos biológicos” em um contexto médico.,Extracted from simulado-03-post-infectious-mecfs; simulado-04-cannabis-cardiovascular,mecfs
card-e6a1816f6535bcad,therapeutic targets,dianas terapéuticas,alvos terapêuticos,Inconsistent findings among previous studies have made it difficult to identify reliable therapeutic targets..,El texto emplea «dianas terapéuticas» en un contexto médico.,O texto emprega “alvos terapêuticos” em um contexto médico.,Extracted from simulado-03-post-infectious-mecfs,mecfs
card-a639d540b0e50f28,multidisciplinary team,equipo multidisciplinario,equipe multidisciplinar,A multidisciplinary team at the U.,El texto emplea «equipo multidisciplinario» en un contexto médico.,O texto emprega “equipe multidisciplinar” em um contexto médico.,Extracted from simulado-03-post-infectious-mecfs,mecfs
card-869fd0f810c175c0,healthy controls,controles sanos,controles saudáveis,"The investigators enrolled 17 people who had developed the condition after an infection and had been ill for fewer than five years, together with 21 healthy controls.",El texto emplea «controles sanos» en un contexto médico.,O texto emprega “controles saudáveis” em um contexto médico.,Extracted from simulado-03-post-infectious-mecfs,mecfs
card-26b42996ec529b5f,rigorous screening,evaluación rigurosa,triagem rigorosa,Participants underwent rigorous screening to exclude alternative explanations for their symptoms.,El texto emplea «evaluación rigurosa» en un contexto médico.,O texto emprega “triagem rigorosa” em um contexto médico.,Extracted from simulado-03-post-infectious-mecfs,mecfs
card-45063d452637acec,functional magnetic resonance imaging,resonancia magnética funcional,ressonância magnética funcional,"The evaluation included clinical examinations, functional magnetic resonance imaging, cognitive and physical performance tests, autonomic testing, blood and spinal-fluid analyses, and skin and muscle biopsies.",El texto emplea «resonancia magnética funcional» en un contexto médico.,O texto emprega “ressonância magnética funcional” em um contexto médico.,Extracted from simulado-03-post-infectious-mecfs,mecfs
card-2413e89a32aed095,physical performance tests,pruebas de rendimiento físico,testes de desempenho físico,"The evaluation included clinical examinations, functional magnetic resonance imaging, cognitive and physical performance tests, autonomic testing, blood and spinal-fluid analyses, and skin and muscle biopsies.",El texto emplea «pruebas de rendimiento físico» en un contexto médico.,O texto emprega “testes de desempenho físico” em um contexto médico.,Extracted from simulado-03-post-infectious-mecfs,mecfs
card-b377091afc39874f,autonomic testing,pruebas autonómicas,testes autonômicos,"The evaluation included clinical examinations, functional magnetic resonance imaging, cognitive and physical performance tests, autonomic testing, blood and spinal-fluid analyses, and skin and muscle biopsies.",El texto emplea «pruebas autonómicas» en un contexto médico.,O texto emprega “testes autonômicos” em um contexto médico.,Extracted from simulado-03-post-infectious-mecfs,mecfs
card-2a1f1b98925c3dd7,spinal-fluid analyses,análisis de líquido cefalorraquídeo,análises de líquido cefalorraquidiano,"The evaluation included clinical examinations, functional magnetic resonance imaging, cognitive and physical performance tests, autonomic testing, blood and spinal-fluid analyses, and skin and muscle biopsies.",El texto emplea «análisis de líquido cefalorraquídeo» en un contexto médico.,O texto emprega “análises de líquido cefalorraquidiano” em um contexto médico.,Extracted from simulado-03-post-infectious-mecfs,mecfs
card-7637fbab71192dbc,skin and muscle biopsies,biopsias de piel y músculo,biópsias de pele e músculo,"The evaluation included clinical examinations, functional magnetic resonance imaging, cognitive and physical performance tests, autonomic testing, blood and spinal-fluid analyses, and skin and muscle biopsies.",El texto emplea «biopsias de piel y músculo» en un contexto médico.,O texto emprega “biópsias de pele e músculo” em um contexto médico.,Extracted from simulado-03-post-infectious-mecfs,mecfs
card-b177ae11e6704686,metabolic chambers,cámaras metabólicas,câmaras metabólicas,"Participants also stayed in metabolic chambers, where researchers monitored energy use, diet, sleep, metabolism and the gut microbiome under controlled conditions.",El texto emplea «cámaras metabólicas» en un contexto médico.,O texto emprega “câmaras metabólicas” em um contexto médico.,Extracted from simulado-03-post-infectious-mecfs,mecfs
card-20beb47f8747bbd6,gut microbiome,microbioma intestinal,microbioma intestinal,"Participants also stayed in metabolic chambers, where researchers monitored energy use, diet, sleep, metabolism and the gut microbiome under controlled conditions.",El texto emplea «microbioma intestinal» en un contexto médico.,O texto emprega “microbioma intestinal” em um contexto médico.,Extracted from simulado-03-post-infectious-mecfs,mecfs
card-ecefb27da97e2f7a,cardiopulmonary exercise testing,prueba de ejercicio cardiopulmonar,teste de exercício cardiopulmonar,"During another visit, they completed cardiopulmonary exercise testing.",El texto emplea «prueba de ejercicio cardiopulmonar» en un contexto médico.,O texto emprega “teste de exercício cardiopulmonar” em um contexto médico.,Extracted from simulado-03-post-infectious-mecfs,mecfs
card-0524a8c3c5e59b90,deep phenotyping,fenotipado profundo,fenotipagem profunda,"This approach, known as deep phenotyping, was designed to connect symptoms with findings from several body systems..",El texto emplea «fenotipado profundo» en un contexto médico.,O texto emprega “fenotipagem profunda” em um contexto médico.,Extracted from simulado-03-post-infectious-mecfs,mecfs
card-5b5a5719f8073300,temporal-parietal junction,unión temporoparietal,junção temporoparietal,"Brain imaging showed lower activity in the temporal-parietal junction, a region involved in deciding how much effort to exert.",El texto emplea «unión temporoparietal» en un contexto médico.,O texto emprega “junção temporoparietal” em um contexto médico.,Extracted from simulado-03-post-infectious-mecfs,mecfs
card-a34fb66d033cb934,motor cortex,corteza motora,córtex motor,"Their motor cortex remained unusually active during fatiguing activities, but researchers did not find evidence that the muscles themselves had become exhausted.",El texto emplea «corteza motora» en un contexto médico.,O texto emprega “córtex motor” em um contexto médico.,Extracted from simulado-03-post-infectious-mecfs,mecfs
card-3a0ec7fa3e455750,experimental tasks,tareas experimentales,tarefas experimentais,People with ME/CFS had difficulty choosing and sustaining effort during experimental tasks.,El texto emplea «tareas experimentales» en un contexto médico.,O texto emprega “tarefas experimentais” em um contexto médico.,Extracted from simulado-03-post-infectious-mecfs,mecfs
card-9455b53e1a9af56d,fatiguing activities,actividades fatigantes,atividades fatigantes,"Their motor cortex remained unusually active during fatiguing activities, but researchers did not find evidence that the muscles themselves had become exhausted.",El texto emplea «actividades fatigantes» en un contexto médico.,O texto emprega “atividades fatigantes” em um contexto médico.,Extracted from simulado-03-post-infectious-mecfs,mecfs
card-caa994a03e6a5a31,sensation of fatigue,sensación de fatiga,sensação de fadiga,This pattern suggested that the sensation of fatigue may involve altered communication between brain regions that evaluate effort and those that initiate movement..,El texto emplea «sensación de fatiga» en un contexto médico.,O texto emprega “sensação de fadiga” em um contexto médico.,Extracted from simulado-03-post-infectious-mecfs,mecfs
card-0816db4de5ecab0d,brain regions,regiones cerebrales,regiões cerebrais,This pattern suggested that the sensation of fatigue may involve altered communication between brain regions that evaluate effort and those that initiate movement..,El texto emplea «regiones cerebrales» en un contexto médico.,O texto emprega “regiões cerebrais” em um contexto médico.,Extracted from simulado-03-post-infectious-mecfs,mecfs
card-562f84b4c8e4563a,spinal fluid,líquido cefalorraquídeo,líquido cefalorraquidiano,Analyses of spinal fluid found reduced levels of certain catecholamines and related molecules that help regulate the nervous system.,El texto emplea «líquido cefalorraquídeo» en un contexto médico.,O texto emprega “líquido cefalorraquidiano” em um contexto médico.,Extracted from simulado-03-post-infectious-mecfs,mecfs
card-2bb25379102b1580,catecholamines,catecolaminas,catecolaminas,Analyses of spinal fluid found reduced levels of certain catecholamines and related molecules that help regulate the nervous system.,El texto emplea «catecolaminas» en un contexto médico.,O texto emprega “catecolaminas” em um contexto médico.,Extracted from simulado-03-post-infectious-mecfs,mecfs
card-9e08ab295bd3edbb,motor performance,rendimiento motor,desempenho motor,Lower concentrations were associated with poorer motor performance and more severe cognitive or effort-related symptoms.,El texto emplea «rendimiento motor» en un contexto médico.,O texto emprega “desempenho motor” em um contexto médico.,Extracted from simulado-03-post-infectious-mecfs,mecfs
card-ddacca48c9762a7b,naïve B cells,células B vírgenes,células B naïve,Immune testing also identified a higher proportion of naïve B cells and fewer switched memory B cells than in healthy controls.,El texto emplea «células B vírgenes» en un contexto médico.,O texto emprega “células B naïve” em um contexto médico.,Extracted from simulado-03-post-infectious-mecfs,mecfs
card-c6900b7803a1235e,switched memory B cells,células B de memoria con cambio de clase,células B de memória com troca de classe,Immune testing also identified a higher proportion of naïve B cells and fewer switched memory B cells than in healthy controls.,El texto emplea «células B de memoria con cambio de clase» en un contexto médico.,O texto emprega “células B de memória com troca de classe” em um contexto médico.,Extracted from simulado-03-post-infectious-mecfs,mecfs
card-2bd6a27776b116d3,immune-cell activity,actividad de células inmunitarias,atividade de células imunes,"In addition, men and women showed different patterns of immune-cell activity, gene expression and metabolic markers..",El texto emplea «actividad de células inmunitarias» en un contexto médico.,O texto emprega “atividade de células imunes” em um contexto médico.,Extracted from simulado-03-post-infectious-mecfs,mecfs
card-92549e98b4082ed4,gene expression,expresión génica,expressão gênica,"In addition, men and women showed different patterns of immune-cell activity, gene expression and metabolic markers..",El texto emplea «expresión génica» en un contexto médico.,O texto emprega “expressão gênica” em um contexto médico.,Extracted from simulado-03-post-infectious-mecfs,mecfs
card-7efbca88aa52cf9c,metabolic markers,marcadores metabólicos,marcadores metabólicos,"In addition, men and women showed different patterns of immune-cell activity, gene expression and metabolic markers..",El texto emplea «marcadores metabólicos» en un contexto médico.,O texto emprega “marcadores metabólicos” em um contexto médico.,Extracted from simulado-03-post-infectious-mecfs,mecfs
card-147e87f9e1b0ae6e,objective evidence,evidencia objetiva,evidência objetiva,"The study provides objective evidence that post-infectious ME/CFS involves abnormalities across the nervous, immune and metabolic systems.",El texto emplea «evidencia objetiva» en un contexto médico.,O texto emprega “evidência objetiva” em um contexto médico.,Extracted from simulado-03-post-infectious-mecfs,mecfs
card-041832504f55fcbe,reliable therapeutic targets,dianas terapéuticas confiables,alvos terapêuticos confiáveis,Inconsistent findings among previous studies have made it difficult to identify reliable therapeutic targets..,El texto emplea «dianas terapéuticas confiables» en un contexto médico.,O texto emprega “alvos terapêuticos confiáveis” em um contexto médico.,Extracted from simulado-03-post-infectious-mecfs,mecfs
card-6484a4c3a2a3a359,intensive study,estudio intensivo,estudo intensivo,National Institutes of Health conducted an intensive study of post-infectious ME/CFS.,El texto emplea «estudio intensivo» en un contexto médico.,O texto emprega “estudo intensivo” em um contexto médico.,Extracted from simulado-03-post-infectious-mecfs,mecfs
card-c27d98dd0ad5d770,alternative explanations,explicaciones alternativas,explicações alternativas,Participants underwent rigorous screening to exclude alternative explanations for their symptoms.,El texto emplea «explicaciones alternativas» en un contexto médico.,O texto emprega “explicações alternativas” em um contexto médico.,Extracted from simulado-03-post-infectious-mecfs,mecfs
card-0d9d70891f784bc4,detailed set of measurements,conjunto detallado de mediciones,conjunto detalhado de medições,The small sample allowed researchers to collect an unusually detailed set of measurements from each person..,El texto emplea «conjunto detallado de mediciones» en un contexto médico.,O texto emprega “conjunto detalhado de medições” em um contexto médico.,Extracted from simulado-03-post-infectious-mecfs,mecfs
card-3f2b01597ce0be2d,metabolism,metabolismo,metabolismo,"Participants also stayed in metabolic chambers, where researchers monitored energy use, diet, sleep, metabolism and the gut microbiome under controlled conditions.",El texto emplea «metabolismo» en un contexto médico.,O texto emprega “metabolismo” em um contexto médico.,Extracted from simulado-03-post-infectious-mecfs,mecfs
card-0b0b08f86b9b9ea9,effort to exert,esfuerzo por realizar,esforço a realizar,"Brain imaging showed lower activity in the temporal-parietal junction, a region involved in deciding how much effort to exert.",El texto emplea «esfuerzo por realizar» en un contexto médico.,O texto emprega “esforço a realizar” em um contexto médico.,Extracted from simulado-03-post-infectious-mecfs,mecfs
card-8e37b3f59181d7e9,sustaining effort,mantener el esfuerzo,sustentar o esforço,People with ME/CFS had difficulty choosing and sustaining effort during experimental tasks.,El texto emplea «mantener el esfuerzo» en un contexto médico.,O texto emprega “sustentar o esforço” em um contexto médico.,Extracted from simulado-03-post-infectious-mecfs,mecfs
card-3c589ecc9041491f,altered communication,comunicación alterada,comunicação alterada,This pattern suggested that the sensation of fatigue may involve altered communication between brain regions that evaluate effort and those that initiate movement..,El texto emplea «comunicación alterada» en un contexto médico.,O texto emprega “comunicação alterada” em um contexto médico.,Extracted from simulado-03-post-infectious-mecfs,mecfs
card-835fccad08e2cc82,poorer motor performance,peor rendimiento motor,pior desempenho motor,Lower concentrations were associated with poorer motor performance and more severe cognitive or effort-related symptoms.,El texto emplea «peor rendimiento motor» en un contexto médico.,O texto emprega “pior desempenho motor” em um contexto médico.,Extracted from simulado-03-post-infectious-mecfs,mecfs
card-05e80ca8f62d3ba9,metabolic systems,sistemas metabólicos,sistemas metabólicos,"The study provides objective evidence that post-infectious ME/CFS involves abnormalities across the nervous, immune and metabolic systems.",El texto emplea «sistemas metabólicos» en un contexto médico.,O texto emprega “sistemas metabólicos” em um contexto médico.,Extracted from simulado-03-post-infectious-mecfs,mecfs
card-78a58f4d04e4f689,interpreted cautiously,interpretado con cautela,interpretado com cautela,"Nevertheless, the findings should be interpreted cautiously because the number of participants was small and the design was exploratory.",El texto emplea «interpretado con cautela» en un contexto médico.,O texto emprega “interpretado com cautela” em um contexto médico.,Extracted from simulado-03-post-infectious-mecfs,mecfs
card-d9d8492cee4f2b16,larger and more diverse populations,poblaciones mayores y más diversas,populações maiores e mais diversas,Researchers must determine whether the same patterns appear in larger and more diverse populations and whether any of the identified pathways can be safely targeted.,El texto emplea «poblaciones mayores y más diversas» en un contexto médico.,O texto emprega “populações maiores e mais diversas” em um contexto médico.,Extracted from simulado-03-post-infectious-mecfs,mecfs
card-d32ace1a9e9245fb,cannabis use,consumo de cannabis,uso de cannabis,Frequent cannabis use is associated with higher odds of heart attack and stroke.,El texto emplea «consumo de cannabis» en un contexto médico.,O texto emprega “uso de cannabis” em um contexto médico.,Extracted from simulado-04-cannabis-cardiovascular,cannabis
card-9c530419445faa7b,medical or recreational access,acceso médico o recreativo,acesso medicinal ou recreativo,Cannabis use has increased in the United States as more jurisdictions have allowed medical or recreational access.,El texto emplea «acceso médico o recreativo» en un contexto médico.,O texto emprega “acesso medicinal ou recreativo” em um contexto médico.,Extracted from simulado-04-cannabis-cardiovascular,cannabis
card-ac89617958b2bd20,cardiovascular effects,efectos cardiovasculares,efeitos cardiovasculares,"Many people consider cannabis less harmful than tobacco, yet its cardiovascular effects are not fully understood.",El texto emplea «efectos cardiovasculares» en un contexto médico.,O texto emprega “efeitos cardiovasculares” em um contexto médico.,Extracted from simulado-04-cannabis-cardiovascular,cannabis
card-58077cd055f2c65a,tobacco smoke,humo de tabaco,fumaça de tabaco,Smoke from burning cannabis contains particles and toxic substances that are also present in tobacco smoke.,El texto emplea «humo de tabaco» en un contexto médico.,O texto emprega “fumaça de tabaco” em um contexto médico.,Extracted from simulado-04-cannabis-cardiovascular,cannabis
card-4bf555f331ec6ad4,toxic substances,sustancias tóxicas,substâncias tóxicas,Smoke from burning cannabis contains particles and toxic substances that are also present in tobacco smoke.,El texto emplea «sustancias tóxicas» en un contexto médico.,O texto emprega “substâncias tóxicas” em um contexto médico.,Extracted from simulado-04-cannabis-cardiovascular,cannabis
card-6851e2a1430bac46,cannabinoids,cannabinoides,canabinoides,"In addition, cannabinoids can influence heart rate, blood pressure, inflammation and the function of blood vessels..",El texto emplea «cannabinoides» en un contexto médico.,O texto emprega “canabinoides” em um contexto médico.,Extracted from simulado-04-cannabis-cardiovascular,cannabis
card-123f797bfad4324f,Behavioral Risk Factor Surveillance System,Sistema de Vigilancia de Factores de Riesgo Conductual,Sistema de Vigilância de Fatores de Risco Comportamental,"Researchers analyzed information from the Behavioral Risk Factor Surveillance System, a large telephone survey coordinated by the U.",El texto emplea «Sistema de Vigilancia de Factores de Riesgo Conductual» en un contexto médico.,O texto emprega “Sistema de Vigilância de Fatores de Risco Comportamental” em um contexto médico.,Extracted from simulado-04-cannabis-cardiovascular,cannabis
card-13c56133845a5cfb,telephone survey,encuesta telefónica,pesquisa telefônica,"Researchers analyzed information from the Behavioral Risk Factor Surveillance System, a large telephone survey coordinated by the U.",El texto emplea «encuesta telefónica» en un contexto médico.,O texto emprega “pesquisa telefônica” em um contexto médico.,Extracted from simulado-04-cannabis-cardiovascular,cannabis
card-6fad4c97a008d31b,route of administration,vía de administración,via de administração,Clinicians should ask about frequency and route of administration without assuming that a legal or plant-derived product is harmless.,El texto emplea «vía de administración» en un contexto médico.,O texto emprega “via de administração” em um contexto médico.,Extracted from simulado-04-cannabis-cardiovascular,cannabis
card-8c91e64481216c8a,coronary heart disease,enfermedad coronaria,doença coronariana,"Participants reported how many days they had used cannabis during the previous month, how they usually consumed it and whether a health professional had ever diagnosed them with coronary heart disease, myocardial infarction or stroke..",El texto emplea «enfermedad coronaria» en un contexto médico.,O texto emprega “doença coronariana” em um contexto médico.,Extracted from simulado-04-cannabis-cardiovascular,cannabis
card-50b4fc97bb141c4e,physical activity,actividad física,atividade física,"Because tobacco is a major cardiovascular risk factor, the statistical analysis adjusted for cigarette and other tobacco use, as well as age, sex, race, education, body mass index, diabetes, alcohol consumption and physical activity.",El texto emplea «actividad física» en un contexto médico.,O texto emprega “atividade física” em um contexto médico.,Extracted from simulado-04-cannabis-cardiovascular,cannabis
card-cdf10418dedaded2,oral consumption,consumo oral,consumo oral,"The analysis also could not fully compare the risks of smoking, vaping and oral consumption..",El texto emplea «consumo oral» en un contexto médico.,O texto emprega “consumo oral” em um contexto médico.,Extracted from simulado-04-cannabis-cardiovascular,cannabis
card-70b7ec4ffab68d09,daily users,usuarios diarios,usuários diários,"Compared with people who had not used cannabis in the previous month, daily users had approximately 25% higher odds of reporting a heart attack and 42% higher odds of reporting a stroke.",El texto emplea «usuarios diarios» en un contexto médico.,O texto emprega “usuários diários” em um contexto médico.,Extracted from simulado-04-cannabis-cardiovascular,cannabis
card-2c200509feda6d82,heart attack,infarto,infarto,Frequent cannabis use is associated with higher odds of heart attack and stroke.,El texto emplea «infarto» en un contexto médico.,O texto emprega “infarto” em um contexto médico.,Extracted from simulado-04-cannabis-cardiovascular,cannabis
card-808705829539c36d,greater likelihood,mayor probabilidad,maior probabilidade,"Cannabis use was associated with a greater likelihood of myocardial infarction and stroke, and the relationship became stronger as the number of days of use increased.",El texto emplea «mayor probabilidad» en un contexto médico.,O texto emprega “maior probabilidade” em um contexto médico.,Extracted from simulado-04-cannabis-cardiovascular,cannabis
card-14e4fd76f2e919eb,self-reported,autoinformado,autorrelatado,"Both cannabis exposure and cardiovascular diagnoses were self-reported, the timing of events could not always be established, and unmeasured differences between users and non-users may have affected the results.",El texto emplea «autoinformado» en un contexto médico.,O texto emprega “autorrelatado” em um contexto médico.,Extracted from simulado-04-cannabis-cardiovascular,cannabis
card-9934d182c37883b9,cannabis exposure,exposición al cannabis,exposição à cannabis,"Both cannabis exposure and cardiovascular diagnoses were self-reported, the timing of events could not always be established, and unmeasured differences between users and non-users may have affected the results.",El texto emplea «exposición al cannabis» en un contexto médico.,O texto emprega “exposição à cannabis” em um contexto médico.,Extracted from simulado-04-cannabis-cardiovascular,cannabis
card-a0bb231bbce69c79,cardiovascular diagnoses,diagnósticos cardiovasculares,diagnósticos cardiovasculares,"Both cannabis exposure and cardiovascular diagnoses were self-reported, the timing of events could not always be established, and unmeasured differences between users and non-users may have affected the results.",El texto emplea «diagnósticos cardiovasculares» en un contexto médico.,O texto emprega “diagnósticos cardiovasculares” em um contexto médico.,Extracted from simulado-04-cannabis-cardiovascular,cannabis
card-003ccb83005afc58,timing of events,momento de los eventos,momento dos eventos,"Both cannabis exposure and cardiovascular diagnoses were self-reported, the timing of events could not always be established, and unmeasured differences between users and non-users may have affected the results.",El texto emplea «momento de los eventos» en un contexto médico.,O texto emprega “momento dos eventos” em um contexto médico.,Extracted from simulado-04-cannabis-cardiovascular,cannabis
card-8d293bdbd06ba270,unmeasured differences,diferencias no medidas,diferenças não medidas,"Both cannabis exposure and cardiovascular diagnoses were self-reported, the timing of events could not always be established, and unmeasured differences between users and non-users may have affected the results.",El texto emplea «diferencias no medidas» en un contexto médico.,O texto emprega “diferenças não medidas” em um contexto médico.,Extracted from simulado-04-cannabis-cardiovascular,cannabis
card-cc86d2c0a2f0f600,non-users,no usuarios,não usuários,"Both cannabis exposure and cardiovascular diagnoses were self-reported, the timing of events could not always be established, and unmeasured differences between users and non-users may have affected the results.",El texto emplea «no usuarios» en un contexto médico.,O texto emprega “não usuários” em um contexto médico.,Extracted from simulado-04-cannabis-cardiovascular,cannabis
card-e0cdc400ef9f8838,potential cardiovascular risks,posibles riesgos cardiovasculares,possíveis riscos cardiovasculares,"Public health messages may also need to address potential cardiovascular risks, particularly among frequent users.",El texto emplea «posibles riesgos cardiovasculares» en un contexto médico.,O texto emprega “possíveis riscos cardiovasculares” em um contexto médico.,Extracted from simulado-04-cannabis-cardiovascular,cannabis
card-0e89944c53667c66,frequent users,usuarios frecuentes,usuários frequentes,"Public health messages may also need to address potential cardiovascular risks, particularly among frequent users.",El texto emplea «usuarios frecuentes» en un contexto médico.,O texto emprega “usuários frequentes” em um contexto médico.,Extracted from simulado-04-cannabis-cardiovascular,cannabis
card-eb3efb5151e62559,causality,causalidad,causalidade,"Prospective studies with objective measurements are necessary to clarify causality, biological mechanisms and whether different forms of cannabis carry different levels of risk.",El texto emplea «causalidad» en un contexto médico.,O texto emprega “causalidade” em um contexto médico.,Extracted from simulado-04-cannabis-cardiovascular,cannabis
card-7e3921f623ef6d96,plant-derived product,producto de origen vegetal,produto derivado de planta,Clinicians should ask about frequency and route of administration without assuming that a legal or plant-derived product is harmless.,El texto emplea «producto de origen vegetal» en un contexto médico.,O texto emprega “produto derivado de planta” em um contexto médico.,Extracted from simulado-04-cannabis-cardiovascular,cannabis
card-0993c8914bdc3d0a,public health messages,mensajes de salud pública,mensagens de saúde pública,"Public health messages may also need to address potential cardiovascular risks, particularly among frequent users.",El texto emplea «mensajes de salud pública» en un contexto médico.,O texto emprega “mensagens de saúde pública” em um contexto médico.,Extracted from simulado-04-cannabis-cardiovascular,cannabis
card-63708e964ca39cba,cardiovascular prevention,prevención cardiovascular,prevenção cardiovascular,"Similar patterns were observed in younger men and women, an important finding because cardiovascular prevention often focuses on older adults.",El texto emplea «prevención cardiovascular» en un contexto médico.,O texto emprega “prevenção cardiovascular” em um contexto médico.,Extracted from simulado-04-cannabis-cardiovascular,cannabis
card-942fe3c19bf03883,cannabis products,productos de cannabis,produtos de cannabis,"Smoking was the most common form of cannabis consumption, although some participants reported vaping or eating cannabis products..",El texto emplea «productos de cannabis» en un contexto médico.,O texto emprega “produtos de cannabis” em um contexto médico.,Extracted from simulado-04-cannabis-cardiovascular,cannabis
card-4e060f116bb9c7d3,vaping,vapeo,vape,More work is also needed to continue to monitor national trends in differences in tobacco use and nicotine vaping among adults with or without psychiatric conditions—including substance use disorder—during the COVID-19 pandemic.,El texto emplea «vapeo» en un contexto médico.,O texto emprega “vape” em um contexto médico.,Extracted from exam-smoking-depression-2022-reconstructed; simulado-04-cannabis-cardiovascular,cannabis
card-179aa599c053c810,odds of reporting,probabilidades de informar,chances de relatar,"Compared with people who had not used cannabis in the previous month, daily users had approximately 25% higher odds of reporting a heart attack and 42% higher odds of reporting a stroke.",El texto emplea «probabilidades de informar» en un contexto médico.,O texto emprega “chances de relatar” em um contexto médico.,Extracted from simulado-04-cannabis-cardiovascular,cannabis
card-d3d99a325f283baa,frequency and route,frecuencia y vía,frequência e via,Clinicians should ask about frequency and route of administration without assuming that a legal or plant-derived product is harmless.,El texto emplea «frecuencia y vía» en un contexto médico.,O texto emprega “frequência e via” em um contexto médico.,Extracted from simulado-04-cannabis-cardiovascular,cannabis
card-b18ed2579ff54242,recreational access,acceso recreativo,acesso recreativo,Cannabis use has increased in the United States as more jurisdictions have allowed medical or recreational access.,El texto emplea «acceso recreativo» en un contexto médico.,O texto emprega “acesso recreativo” em um contexto médico.,Extracted from simulado-04-cannabis-cardiovascular,cannabis
card-aab4175635bb92ed,burning cannabis,combustión de cannabis,queima de cannabis,Smoke from burning cannabis contains particles and toxic substances that are also present in tobacco smoke.,El texto emplea «combustión de cannabis» en un contexto médico.,O texto emprega “queima de cannabis” em um contexto médico.,Extracted from simulado-04-cannabis-cardiovascular,cannabis
card-d1a0e1a804ca6773,previous month,mes anterior,mês anterior,"Participants reported how many days they had used cannabis during the previous month, how they usually consumed it and whether a health professional had ever diagnosed them with coronary heart disease, myocardial infarction or stroke..",El texto emplea «mes anterior» en un contexto médico.,O texto emprega “mês anterior” em um contexto médico.,Extracted from simulado-04-cannabis-cardiovascular,cannabis
card-49509938192bcb72,health professional,profesional sanitario,profissional de saúde,"Participants reported how many days they had used cannabis during the previous month, how they usually consumed it and whether a health professional had ever diagnosed them with coronary heart disease, myocardial infarction or stroke..",El texto emplea «profesional sanitario» en un contexto médico.,O texto emprega “profissional de saúde” em um contexto médico.,Extracted from simulado-04-cannabis-cardiovascular,cannabis
card-f7693028cc61b8ac,eating cannabis products,ingerir productos de cannabis,ingerir produtos de cannabis,"Smoking was the most common form of cannabis consumption, although some participants reported vaping or eating cannabis products..",El texto emplea «ingerir productos de cannabis» en un contexto médico.,O texto emprega “ingerir produtos de cannabis” em um contexto médico.,Extracted from simulado-04-cannabis-cardiovascular,cannabis
card-3f871501e41427af,higher odds,mayores probabilidades,maiores chances,Frequent cannabis use is associated with higher odds of heart attack and stroke.,El texto emplea «mayores probabilidades» en un contexto médico.,O texto emprega “maiores chances” em um contexto médico.,Extracted from simulado-04-cannabis-cardiovascular,cannabis
card-7401bcc4bf7fc186,younger adults,adultos jóvenes,adultos jovens,The researchers also examined adults who had never smoked tobacco cigarettes and younger adults who might otherwise be considered at relatively low cardiovascular risk.,El texto emplea «adultos jóvenes» en un contexto médico.,O texto emprega “adultos jovens” em um contexto médico.,Extracted from simulado-04-cannabis-cardiovascular,cannabis
card-4cc3f253fe897ff5,cardiovascular prevention often focuses,la prevención cardiovascular suele centrarse,a prevenção cardiovascular costuma se concentrar,"Similar patterns were observed in younger men and women, an important finding because cardiovascular prevention often focuses on older adults.",El texto emplea «la prevención cardiovascular suele centrarse» en un contexto médico.,O texto emprega “a prevenção cardiovascular costuma se concentrar” em um contexto médico.,Extracted from simulado-04-cannabis-cardiovascular,cannabis
card-fbd997d71170bd51,objective measurements,mediciones objetivas,medições objetivas,"Prospective studies with objective measurements are necessary to clarify causality, biological mechanisms and whether different forms of cannabis carry different levels of risk.",El texto emplea «mediciones objetivas» en un contexto médico.,O texto emprega “medições objetivas” em um contexto médico.,Extracted from simulado-04-cannabis-cardiovascular,cannabis
card-33fe49608746278c,different forms of cannabis,diferentes formas de cannabis,diferentes formas de cannabis,"Prospective studies with objective measurements are necessary to clarify causality, biological mechanisms and whether different forms of cannabis carry different levels of risk.",El texto emplea «diferentes formas de cannabis» en un contexto médico.,O texto emprega “diferentes formas de cannabis” em um contexto médico.,Extracted from simulado-04-cannabis-cardiovascular,cannabis
